-0.0247647558802945,-0.0951769835665887,-0.0774997946588456,34483200.0;-0.0750869126102318
-0.0678415618417708,-0.074303283040312,-0.0750869126102318,37919700.0;0.0345019913623146
-0.0107229955095959,0.0137245867475584,0.0345019913623146,36863600.0;-0.0252819627001901
-0.0263562314979685,0.0083880045068301,-0.0252819627001901,26580100.0;0.0082829227101609
-0.0135409032899015,0.0099438595681028,0.0082829227101609,24127600.0;0.0771906215545049
0.0784519811730674,-0.002354924497647,0.0771906215545049,45099500.0;-0.029739720434816
-0.012485340921598,0.0592094608134837,-0.029739720434816,30627700.0;-0.0282597585335838
-0.0297317985621689,-0.0284857482643691,-0.0282597585335838,26814400.0;-0.0176769913138997
-0.0206826110122267,-0.0236469277667732,-0.0176769913138997,21460800.0;-0.0122772305142408
-0.0204489226784636,-0.006636083922056,-0.0122772305142408,15029300.0;-0.0592261778827672
-0.0139794273757942,-0.0615496616331233,-0.0592261778827672,23613300.0;-0.0045649549876564
-0.0410320552658985,-0.0056200597899221,-0.0045649549876564,32497700.0;0.0296605968822361
0.0147476479370307,0.0032213832433589,0.0296605968822361,34707300.0;-0.0086779976976396
0.0010271578241406,0.0192683597333587,-0.0086779976976396,26229400.0;-0.0227769580373703
-0.0152581962056157,-0.0210056809991807,-0.0227769580373703,21777700.0;-0.0432808871552721
-0.0206568841403826,-0.0421590755592797,-0.0432808871552721,30901200.0;-0.0931868793963519
-0.0362372512599899,-0.0981110706613816,-0.0931868793963519,47236500.0;-0.0260709080505784
-0.0663719688703657,-0.1264794441153504,-0.0260709080505784,83308096.0;0.0289900287812907
0.0096571417797973,0.0438392652289744,0.0289900287812907,79011800.0;0.0181684651160765
-0.0173531198325171,0.055922008972766,0.0181684651160765,49199900.0;0.0474669629542304
0.0426595376583582,0.0204958410637007,0.0474669629542304,54736300.0;0.0331099674184579
0.074105229424267,0.0589582679033174,0.0331099674184579,83641104.0;-0.0095806220925665
-0.0204204243132186,0.0149477446805453,-0.0095806220925665,43665700.0;0.0020342285725975
-0.021449261516506,0.0083943466722605,0.0020342285725975,13345200.0;0.0429270702809998
0.0322639400060217,0.0005419801919903,0.0429270702809998,17552800.0;0.0303907902114401
0.0447931364454724,0.0345706007267291,0.0303907902114401,35221400.0;0.0260832542480512
0.0351519440713917,0.0573105705590435,0.0260832542480512,38491500.0;-0.0154442802460077
-0.0235464258626701,-0.0065798296641642,-0.0154442802460077,25267100.0;-0.0319352199416556
-0.0085755338797244,-0.0420724896279319,-0.0319352199416556,26990000.0;0.0031321718701074
-0.0345778750116312,0.00617759431038,0.0031321718701074,13600700.0;0.019629958652417
0.0244965134072069,0.0094519103688269,0.019629958652417,11416800.0;-0.0048671942432265
-0.0030943750567267,0.0193708303398028,-0.0048671942432265,5914570.0;-0.0175031383000871
-0.0098824351979661,-0.0216918527762287,-0.0175031383000871,16419000.0;0.0093925996342438
0.0065249130924539,0.0067798591992893,0.0093925996342438,14188900.0;-0.0086570451003775
-0.0104741597916901,0.0037017180578941,-0.0086570451003775,11641300.0;-0.0690285297634549
-0.0091624549753541,-0.0723866455643609,-0.0690285297634549,26456900.0;-0.0002008985748345
-0.0568225251977588,-0.0088931604767895,-0.0002008985748345,15585700.0;-0.031888655049096
-0.0124603919282254,-0.0304131760783475,-0.031888655049096,18127500.0;0.0209555398034545
-0.001781588453201,0.0030645274778953,0.0209555398034545,11272500.0;-0.0048584968142945
-0.0016424050783713,0.0168034274933872,-0.0048584968142945,13033000.0;0.0129439705429154
0.0037557779406808,0.0081377006113996,0.0129439705429154,7845880.0;-0.0656364676141214
-0.0060111866482703,-0.0516963218914729,-0.0656364676141214,18192700.0;0.0281316233385597
-0.0197200278083745,-0.0008087694802278,0.0281316233385597,30177900.0;-0.0206430541142798
-0.0082402588541041,0.0061398669174404,-0.0206430541142798,12545400.0;-0.0385941975882025
-0.0220716038180971,-0.0501066962070263,-0.0385941975882025,16677200.0;0.0004388110198398
-0.034885289222378,-0.0013379638289916,0.0004388110198398,8603620.0;0.0050739361175107
0.0148263357477838,0.0149163274630345,0.0050739361175107,12948500.0;0.0088898308111563
-0.0067367038116309,-0.0012427578849658,0.0088898308111563,15655500.0;0.026492957624007
0.0337886949767286,0.0169528453614493,0.026492957624007,19817200.0;0.0280684152062304
0.0271896299315829,0.0228736636538475,0.0280684152062304,18797000.0;-0.02007797502825
-0.0006634158605317,0.0098075639898425,-0.02007797502825,16834200.0;0.0088946589685817
-0.0164249457873501,0.0011047394121884,0.0088946589685817,8535470.0;0.0489341102022967
